store_id,year,month,sales_target
S045,2024,7,327869.21
S045,2024,8,331771.31
S045,2024,9,295525.17
S045,2024,10,301508.41
S045,2024,11,347037.78
S045,2024,12,394460.65
S046,2023,1,324775.65
S046,2023,2,297165.23
S046,2023,3,355083.33
S046,2023,4,349574.97
S046,2023,5,361527.03
S046,2023,6,373403.39
S046,2023,7,376783.8
S046,2023,8,370031.98
S046,2023,9,350489.97
S046,2023,10,360596.64
S046,2023,11,409579.16
S046,2023,12,445200.71
S046,2024,1,325388.52
S046,2024,2,302183.61
S046,2024,3,362490.45
S046,2024,4,342540.75
S046,2024,5,363200.94
S046,2024,6,362162.38
S046,2024,7,377656.43
S046,2024,8,387302.79
S046,2024,9,347458.73
S046,2024,10,357251.33
S046,2024,11,398358.89
S046,2024,12,446521.72
S047,2023,1,272510.46
S047,2023,2,249536.39
S047,2023,3,296485.51
S047,2023,4,298295.02
S047,2023,5,309208.65
S047,2023,6,305354.71
S047,2023,7,315413.85
S047,2023,8,321966.76
S047,2023,9,296286.51
S047,2023,10,302447.62
S047,2023,11,341605.82
S047,2023,12,379792.82
S047,2024,1,272359.35
S047,2024,2,258071.37
S047,2024,3,297618.06
S047,2024,4,290554.45
S047,2024,5,317445.99
S047,2024,6,311161.13
S047,2024,7,326332.6
S047,2024,8,325270.74
S047,2024,9,294707.38
S047,2024,10,304959.27
S047,2024,11,344416.49
S047,2024,12,378494.61
S048,2023,1,282714.95
S048,2023,2,269063.04
S048,2023,3,299884.03
S048,2023,4,298889.47
S048,2023,5,322723.09
S048,2023,6,322141.92
S048,2023,7,335749.79
S048,2023,8,320630.56
S048,2023,9,307809.24
S048,2023,10,321161.34
S048,2023,11,352003.9
S048,2023,12,388921.26
S048,2024,1,286961.0
S048,2024,2,273289.86
S048,2024,3,311796.03
S048,2024,4,301466.25
S048,2024,5,318734.06
S048,2024,6,323458.68
S048,2024,7,332401.49
S048,2024,8,325496.3
S048,2024,9,307205.54
S048,2024,10,307137.42
S048,2024,11,362564.73
S048,2024,12,405480.98
S049,2023,1,371899.55
S049,2023,2,341643.5
S049,2023,3,399444.24
S049,2023,4,403626.61
S049,2023,5,418762.32
S049,2023,6,418400.79
S049,2023,7,436378.4
S049,2023,8,445592.89
S049,2023,9,396190.27
S049,2023,10,425718.21
S049,2023,11,481061.14
S049,2023,12,521148.9
S049,2024,1,385298.42
S049,2024,2,358529.82
S049,2024,3,414455.02
S049,2024,4,405469.58
S049,2024,5,433017.17
S049,2024,6,433171.26
S049,2024,7,443401.76
S049,2024,8,448474.27
S049,2024,9,403323.93
S049,2024,10,418638.57
S049,2024,11,475487.51
S049,2024,12,523763.52
S050,2023,1,277450.51
S050,2023,2,246553.59
S050,2023,3,284031.07
S050,2023,4,296915.85
S050,2023,5,308245.11
S050,2023,6,302825.93
S050,2023,7,327233.08
S050,2023,8,324521.38
S050,2023,9,303344.78
S050,2023,10,312577.73
S050,2023,11,338496.97
S050,2023,12,391983.03
S050,2024,1,275878.35
S050,2024,2,253589.71
S050,2024,3,301971.43
S050,2024,4,292334.9
S050,2024,5,300614.64
S050,2024,6,308457.14
S050,2024,7,319616.48
S050,2024,8,319831.26
S050,2024,9,287242.06
S050,2024,10,306869.0
S050,2024,11,341879.49
S050,2024,12,388106.33
