store_id,sale_date,gross_sales,net_sales,digital_sales,in_store_sales,transaction_count
S021,2023-02-28,9497.05,8920.27,2623.54,6296.73,718
S022,2023-02-28,13157.45,12227.49,4523.49,7704.0,1000
S023,2023-02-28,9512.06,8665.89,2406.38,6259.51,702
S024,2023-02-28,8107.97,7612.18,2809.98,4802.2,606
S025,2023-02-28,8032.47,7516.39,2614.89,4901.5,504
S026,2023-02-28,7734.93,7087.22,1932.38,5154.84,464
S027,2023-02-28,11345.41,10438.2,3251.52,7186.68,738
S028,2023-02-28,9670.21,8999.6,2730.34,6269.25,613
S029,2023-02-28,7959.76,7417.53,2613.22,4804.3,526
S030,2023-02-28,11082.05,10377.99,3507.89,6870.11,762
S031,2023-02-28,7251.75,6674.32,2393.33,4280.99,535
S032,2023-02-28,9150.17,8502.14,2784.47,5717.66,678
S033,2023-02-28,7155.28,6560.96,2119.12,4441.85,493
S034,2023-02-28,10570.29,9680.71,3402.72,6277.99,766
S035,2023-02-28,9579.2,8890.06,2531.79,6358.28,685
S036,2023-02-28,7778.63,7138.09,1953.33,5184.76,480
S037,2023-02-28,10138.48,9265.57,2998.44,6267.14,592
S038,2023-02-28,9434.12,8809.21,2587.84,6221.38,560
S039,2023-02-28,12644.47,11873.02,4088.78,7784.24,850
S040,2023-02-28,13025.95,12184.43,4433.72,7750.7,777
S041,2023-02-28,11937.92,10883.34,3901.61,6981.73,803
S042,2023-02-28,10225.06,9538.77,2943.94,6594.84,651
S043,2023-02-28,10087.57,9464.25,2756.8,6707.45,599
S044,2023-02-28,10566.55,9632.06,3014.64,6617.43,674
S045,2023-02-28,8786.62,8024.5,2669.25,5355.25,576
S046,2023-02-28,9709.18,8896.77,2868.76,6028.01,674
S047,2023-02-28,8960.15,8164.58,2402.1,5762.48,529
S048,2023-02-28,8883.09,8135.33,2439.33,5696.0,585
S049,2023-02-28,12142.29,11249.94,4042.92,7207.02,900
S050,2023-02-28,8464.77,7886.76,2171.54,5715.22,538
S001,2023-03-01,10248.9,9539.87,3153.58,6386.29,778
S002,2023-03-01,10591.3,9893.31,2953.91,6939.4,782
S003,2023-03-01,7128.1,6699.42,2473.36,4226.07,471
S004,2023-03-01,13928.39,12935.48,4302.29,8633.19,865
S005,2023-03-01,11757.25,10831.67,3769.98,7061.69,815
S006,2023-03-01,14695.48,13694.61,4626.42,9068.19,857
S007,2023-03-01,10042.65,9406.69,2817.82,6588.87,661
S008,2023-03-01,8843.05,8113.02,2458.53,5654.49,657
S009,2023-03-01,10069.22,9314.16,2803.18,6510.97,646
S010,2023-03-01,14266.78,13064.25,3768.98,9295.28,863
S011,2023-03-01,8923.11,8198.85,2329.53,5869.32,511
S012,2023-03-01,10694.63,9862.96,3353.09,6509.87,621
S013,2023-03-01,12117.33,11171.45,3147.8,8023.65,743
S014,2023-03-01,14289.55,13324.7,4010.07,9314.63,844
S015,2023-03-01,14629.9,13541.44,3954.64,9586.8,918
S016,2023-03-01,11478.27,10772.38,3057.77,7714.62,688
S017,2023-03-01,13739.27,12847.31,4729.01,8118.3,849
S018,2023-03-01,13525.84,12356.31,3512.23,8844.09,828
S019,2023-03-01,11530.28,10610.63,3447.66,7162.97,693
S020,2023-03-01,12322.83,11463.88,3592.95,7870.94,882
S021,2023-03-01,11126.23,10252.52,3156.03,7096.49,760
S022,2023-03-01,13642.98,12612.36,3942.57,8669.8,862
S023,2023-03-01,10437.92,9544.14,2758.53,6785.61,663
S024,2023-03-01,8862.6,8131.95,2351.79,5780.16,616
S025,2023-03-01,8011.19,7348.01,2569.07,4778.93,547
S026,2023-03-01,7223.34,6579.62,2407.63,4171.99,472
S027,2023-03-01,11375.42,10353.85,3677.9,6675.95,745
S028,2023-03-01,10283.33,9374.84,3312.8,6062.05,629
S029,2023-03-01,8409.67,7671.74,2584.08,5087.66,496
S030,2023-03-01,11601.44,10573.99,2925.0,7648.99,760
S031,2023-03-01,7657.08,7032.09,2104.73,4927.36,490
S032,2023-03-01,9121.57,8512.34,3032.86,5479.48,600
S033,2023-03-01,8184.01,7680.56,2566.9,5113.66,533
S034,2023-03-01,10632.6,9761.83,3510.08,6251.75,710
S035,2023-03-01,10676.4,9840.68,2714.24,7126.44,629
S036,2023-03-01,9049.28,8346.59,2362.11,5984.48,659
S037,2023-03-01,9669.43,9030.86,3111.91,5918.95,642
S038,2023-03-01,10501.0,9570.94,2738.22,6832.72,642
S039,2023-03-01,13673.71,12758.58,3781.06,8977.51,932
S040,2023-03-01,13050.68,11952.57,3469.43,8483.14,923
S041,2023-03-01,12705.75,11925.95,3594.72,8331.23,804
S042,2023-03-01,10999.75,10045.65,3259.5,6786.15,819
S043,2023-03-01,10549.63,9869.03,3551.98,6317.05,785
S044,2023-03-01,10610.44,9691.35,3343.84,6347.51,752
S045,2023-03-01,9375.72,8720.26,2469.89,6250.37,619
S046,2023-03-01,10216.36,9363.78,2597.83,6765.95,636
S047,2023-03-01,8878.46,8149.87,2240.55,5909.32,517
S048,2023-03-01,8971.16,8270.22,2654.96,5615.26,517
S049,2023-03-01,11812.92,10847.35,4008.02,6839.33,838
S050,2023-03-01,8587.82,7936.11,2228.68,5707.43,635
S001,2023-03-02,10265.76,9585.43,3227.68,6357.75,756
S002,2023-03-02,9804.46,8949.19,2856.2,6092.99,586
S003,2023-03-02,7685.27,7035.65,2341.65,4694.0,544
S004,2023-03-02,13675.1,12583.88,4441.79,8142.09,829
S005,2023-03-02,11943.11,11025.14,3812.36,7212.78,713
S006,2023-03-02,13970.6,12761.44,4103.19,8658.25,909
S007,2023-03-02,10806.15,9966.0,3028.14,6937.86,689
S008,2023-03-02,8308.48,7735.9,2509.99,5225.91,534
S009,2023-03-02,10645.66,9983.64,2814.38,7169.26,726
S010,2023-03-02,14939.19,13998.17,4505.0,9493.17,922
S011,2023-03-02,8971.82,8168.52,2830.01,5338.51,609
S012,2023-03-02,9613.11,8812.5,2687.2,6125.3,605
S013,2023-03-02,11458.68,10562.62,3774.5,6788.12,785
S014,2023-03-02,14300.23,13058.21,3871.64,9186.57,908
S015,2023-03-02,14645.97,13557.55,4704.59,8852.96,1070
S016,2023-03-02,12018.13,11285.83,3899.21,7386.62,713
S017,2023-03-02,13368.89,12379.96,4186.73,8193.23,952
S018,2023-03-02,13339.15,12486.01,4561.25,7924.76,993
S019,2023-03-02,12020.84,11245.81,3934.22,7311.6,710
S020,2023-03-02,13172.98,12158.59,4157.25,8001.34,814
S021,2023-03-02,10327.95,9698.69,3247.48,6451.21,727
S022,2023-03-02,14861.83,13771.06,3809.1,9961.96,1110
S023,2023-03-02,9955.24,9246.25,2965.77,6280.48,583
S024,2023-03-02,8748.01,7984.75,2893.39,5091.36,615
S025,2023-03-02,8013.98,7400.33,2351.53,5048.8,525
S026,2023-03-02,8188.85,7562.9,2329.71,5233.19,613
S027,2023-03-02,12021.98,11199.47,3767.16,7432.31,804
S028,2023-03-02,11018.48,10310.11,3376.14,6933.97,746
S029,2023-03-02,8401.82,7858.77,2779.68,5079.09,624
S030,2023-03-02,11817.68,10767.62,3599.95,7167.68,810
S031,2023-03-02,7564.54,6974.19,2012.92,4961.27,481
S032,2023-03-02,8885.29,8093.58,2909.41,5184.17,603
S033,2023-03-02,8317.57,7664.04,2544.11,5119.93,518
S034,2023-03-02,9883.86,9077.22,2942.63,6134.59,600
S035,2023-03-02,10298.68,9487.52,2799.96,6687.55,597
S036,2023-03-02,8356.62,7693.03,2704.27,4988.76,588
S037,2023-03-02,10567.59,9817.48,2781.39,7036.09,691
S038,2023-03-02,10511.33,9838.51,3508.7,6329.81,768
S039,2023-03-02,14350.69,13456.83,4890.93,8565.89,1008
S040,2023-03-02,14243.66,13101.84,4235.88,8865.96,983
S041,2023-03-02,12793.15,11827.25,4274.31,7552.94,887
S042,2023-03-02,10193.47,9456.21,3374.29,6081.92,739
S043,2023-03-02,11372.7,10615.85,3259.12,7356.73,829
S044,2023-03-02,11504.0,10603.66,3250.87,7352.78,670
S045,2023-03-02,9344.72,8577.38,2647.22,5930.16,553
S046,2023-03-02,11175.03,10428.43,3115.29,7313.14,805
S047,2023-03-02,8508.55,7821.05,2599.08,5221.97,511
S048,2023-03-02,8883.43,8305.75,3001.6,5304.15,571
S049,2023-03-02,11936.18,10933.23,3862.74,7070.49,820
S050,2023-03-02,8567.95,7890.46,2441.73,5448.73,647
S001,2023-03-03,11022.89,10066.39,3551.02,6515.37,786
S002,2023-03-03,11510.68,10548.78,3290.67,7258.1,710
S003,2023-03-03,8941.75,8163.11,2856.11,5307.0,591
S004,2023-03-03,15143.2,14213.14,4050.3,10162.84,920
S005,2023-03-03,13344.62,12257.1,4252.92,8004.18,993
S006,2023-03-03,15679.89,14517.64,5368.03,9149.61,978
S007,2023-03-03,11151.98,10336.15,3416.17,6919.98,673
S008,2023-03-03,8970.47,8226.37,2644.17,5582.21,577
S009,2023-03-03,12315.55,11355.75,4076.92,7278.82,711
S010,2023-03-03,17076.22,15752.51,5758.4,9994.11,1015
S011,2023-03-03,9505.27,8768.28,3028.82,5739.46,617
S012,2023-03-03,10523.64,9799.43,3145.82,6653.61,624
S013,2023-03-03,14116.15,12964.11,4319.86,8644.24,864
S014,2023-03-03,16660.98,15555.16,5508.98,10046.18,1184
S015,2023-03-03,15607.15,14345.1,4754.51,9590.59,1156
S016,2023-03-03,13985.41,12737.37,4626.95,8110.43,1063
S017,2023-03-03,13647.58,12483.15,3753.48,8729.66,848
S018,2023-03-03,13269.02,12168.92,4067.65,8101.28,789
S019,2023-03-03,13349.91,12194.77,3690.11,8504.66,920
S020,2023-03-03,13790.93,12765.62,4255.32,8510.31,935
S021,2023-03-03,12163.96,11318.08,3377.21,7940.87,854
S022,2023-03-03,15843.31,14712.08,5026.73,9685.35,1168
S023,2023-03-03,11916.36,11090.68,4033.3,7057.39,817
S024,2023-03-03,9707.9,8919.43,2776.87,6142.56,589
S025,2023-03-03,8307.28,7770.45,2863.25,4907.2,528
S026,2023-03-03,9026.52,8232.98,2402.74,5830.23,537
S027,2023-03-03,13394.64,12513.7,3511.17,9002.53,999
S028,2023-03-03,12229.31,11451.04,3830.54,7620.5,787
S029,2023-03-03,9406.19,8576.27,2948.78,5627.5,546
S030,2023-03-03,12140.45,11122.09,3617.73,7504.36,830
S031,2023-03-03,8330.43,7772.36,2412.56,5359.8,522
S032,2023-03-03,9648.45,8881.42,2810.31,6071.11,678
S033,2023-03-03,9123.96,8456.64,2507.93,5948.71,677
S034,2023-03-03,10724.24,9804.89,2735.79,7069.09,647
S035,2023-03-03,12159.28,11335.57,3494.09,7841.48,774
S036,2023-03-03,9000.06,8424.7,2879.81,5544.89,534
S037,2023-03-03,11635.71,10649.78,3362.31,7287.46,820
S038,2023-03-03,11276.26,10452.36,3431.04,7021.31,822
S039,2023-03-03,15531.19,14147.02,4076.87,10070.15,1131
S040,2023-03-03,14670.12,13531.11,3885.04,9646.07,1087
S041,2023-03-03,13035.72,11990.37,4261.22,7729.15,972
S042,2023-03-03,10799.44,10118.01,3060.8,7057.21,757
S043,2023-03-03,13267.64,12387.73,4404.71,7983.03,869
S044,2023-03-03,12139.36,11091.31,3798.54,7292.77,811
S045,2023-03-03,10645.29,9844.69,2817.12,7027.57,725
S046,2023-03-03,11589.15,10847.02,3555.23,7291.79,686
S047,2023-03-03,10049.72,9360.96,2636.5,6724.47,593
S048,2023-03-03,10510.4,9565.31,3128.86,6436.46,689
S049,2023-03-03,13124.54,12073.7,4064.88,8008.82,840
S050,2023-03-03,10311.01,9449.29,3220.24,6229.05,607
S001,2023-03-04,11951.55,11216.97,3192.13,8024.84,797
S002,2023-03-04,12864.55,12081.91,2458.33,9623.58,898
S003,2023-03-04,9628.04,8971.24,1753.24,7218.0,704
S004,2023-03-04,17119.42,15829.79,4291.19,11538.6,1073
S005,2023-03-04,14130.91,13072.56,3612.76,9459.8,947
S006,2023-03-04,18229.81,17069.58,4382.35,12687.22,1264
S007,2023-03-04,11873.36,10995.32,3105.41,7889.91,731
S008,2023-03-04,10592.03,9651.59,1850.54,7801.06,602
S009,2023-03-04,12680.79,11687.07,2316.39,9370.68,819
S010,2023-03-04,18133.28,16689.99,4626.17,12063.82,1051
S011,2023-03-04,10962.99,10163.96,2874.91,7289.05,822
S012,2023-03-04,11722.03,10992.99,3124.02,7868.97,725
S013,2023-03-04,15180.01,13855.92,2908.14,10947.78,1061
S014,2023-03-04,16485.17,15408.64,4332.38,11076.27,1072
S015,2023-03-04,18497.22,16878.33,4366.04,12512.29,1203
S016,2023-03-04,14316.34,13299.86,3500.2,9799.67,1065
S017,2023-03-04,15403.71,14417.9,4071.6,10346.3,903
S018,2023-03-04,14863.13,13576.8,3626.87,9949.92,928
S019,2023-03-04,13108.68,12079.36,2421.31,9658.04,778
S020,2023-03-04,14332.13,13100.71,2938.41,10162.3,876
S021,2023-03-04,13108.93,12101.24,2600.16,9501.08,770
S022,2023-03-04,17341.14,15880.55,3621.22,12259.33,1233
S023,2023-03-04,11566.12,10587.22,2700.41,7886.82,720
S024,2023-03-04,9933.74,9273.64,1925.34,7348.31,756
S025,2023-03-04,9067.92,8403.71,1928.47,6475.24,604
S026,2023-03-04,9519.05,8755.61,1781.45,6974.17,603
S027,2023-03-04,14184.9,12915.54,3517.21,9398.33,1020
S028,2023-03-04,13083.32,12055.17,3244.02,8811.15,777
S029,2023-03-04,10592.98,9640.01,2728.8,6911.21,644
S030,2023-03-04,14011.73,12995.93,3539.43,9456.5,858
S031,2023-03-04,8848.21,8172.32,1668.69,6503.63,646
S032,2023-03-04,11263.97,10381.11,2764.05,7617.07,826
S033,2023-03-04,9950.62,9132.48,1803.62,7328.87,611
S034,2023-03-04,12694.45,11572.44,2341.24,9231.2,802
S035,2023-03-04,12810.23,11871.57,2585.55,9286.02,933
S036,2023-03-04,10978.37,10018.44,2330.49,7687.95,693
S037,2023-03-04,12492.36,11416.76,3151.04,8265.72,810
S038,2023-03-04,12692.65,11913.16,2452.44,9460.72,767
S039,2023-03-04,16750.86,15247.09,3966.08,11281.02,987
S040,2023-03-04,15802.48,14552.44,4082.1,10470.34,919
S041,2023-03-04,14738.63,13751.91,3233.73,10518.19,1005
S042,2023-03-04,12378.21,11483.31,3075.67,8407.64,850
S043,2023-03-04,13401.35,12534.35,3566.99,8967.36,965
S044,2023-03-04,14522.32,13416.48,2552.8,10863.68,1099
S045,2023-03-04,10712.88,9786.8,2626.39,7160.42,785
S046,2023-03-04,13597.96,12542.45,2671.36,9871.1,917
S047,2023-03-04,10799.63,10133.25,2420.82,7712.43,740
S048,2023-03-04,10874.76,10133.13,2296.41,7836.72,815
S049,2023-03-04,15477.51,14487.77,2909.41,11578.37,1085
S050,2023-03-04,11109.0,10245.36,2050.78,8194.58,839
S001,2023-03-05,12538.77,11535.22,3309.2,8226.02,753
S002,2023-03-05,12916.58,11944.75,2507.79,9436.95,890
S003,2023-03-05,8535.5,7817.64,1498.98,6318.66,563
S004,2023-03-05,16368.86,15115.08,3935.07,11180.01,1058
S005,2023-03-05,13726.39,12575.25,3095.09,9480.16,952
S006,2023-03-05,17763.69,16488.41,3390.98,13097.43,1081
S007,2023-03-05,12655.81,11866.84,3249.53,8617.31,760
S008,2023-03-05,9612.22,8765.59,1876.32,6889.28,699
S009,2023-03-05,13365.92,12170.6,2382.49,9788.11,929
S010,2023-03-05,18785.35,17447.93,3358.61,14089.32,1423
S011,2023-03-05,9537.49,8807.0,2101.04,6705.95,636
S012,2023-03-05,12305.84,11295.3,2412.62,8882.68,748
S013,2023-03-05,14457.3,13512.03,3327.91,10184.13,910
S014,2023-03-05,17176.25,15792.73,4055.11,11737.62,1057
S015,2023-03-05,16307.86,14924.36,3216.98,11707.38,1040
S016,2023-03-05,14336.2,13303.11,3188.63,10114.48,851
S017,2023-03-05,16269.99,15063.99,3604.55,11459.44,1173
S018,2023-03-05,15010.37,13713.6,3174.12,10539.48,953
S019,2023-03-05,13868.17,12662.49,3555.72,9106.77,803
S020,2023-03-05,15774.2,14584.04,3603.74,10980.3,1127
S021,2023-03-05,13212.6,12325.59,2880.36,9445.23,957
S022,2023-03-05,17491.61,16069.07,3966.59,12102.48,1284
S023,2023-03-05,12190.49,11388.48,2240.11,9148.37,743
S024,2023-03-05,10596.06,9946.24,2028.6,7917.63,783
S025,2023-03-05,8807.81,8136.86,2281.64,5855.22,533
S026,2023-03-05,9544.4,8874.6,2271.24,6603.35,614
S027,2023-03-05,14276.68,13102.92,3602.8,9500.11,826
S028,2023-03-05,12172.48,11211.85,2917.12,8294.73,771
S029,2023-03-05,9935.99,9192.12,2659.33,6532.79,649
S030,2023-03-05,12281.99,11340.37,2180.09,9160.28,732
S031,2023-03-05,8900.33,8256.21,1807.92,6448.29,572
S032,2023-03-05,10183.22,9433.72,2168.81,7264.91,725
S033,2023-03-05,9224.4,8438.68,1704.82,6733.86,539
S034,2023-03-05,12718.71,11662.98,3362.27,8300.71,729
S035,2023-03-05,12206.67,11449.55,2792.66,8656.89,941
S036,2023-03-05,10181.89,9363.33,2403.18,6960.15,612
S037,2023-03-05,11684.57,10699.18,2635.67,8063.52,803
S038,2023-03-05,12891.09,12092.16,2915.3,9176.86,868
S039,2023-03-05,16614.58,15254.06,3150.5,12103.56,1033
S040,2023-03-05,16309.11,15209.3,3769.77,11439.53,948
S041,2023-03-05,14978.89,13845.2,3510.3,10334.9,1056
S042,2023-03-05,11540.54,10815.12,2150.52,8664.6,753
S043,2023-03-05,12639.12,11663.56,2792.67,8870.89,821
S044,2023-03-05,13790.06,12883.42,3160.58,9722.85,1004
S045,2023-03-05,11387.35,10483.44,2808.54,7674.89,760
S046,2023-03-05,13033.33,12016.01,2634.93,9381.08,977
S047,2023-03-05,10941.59,10095.25,2563.84,7531.4,653
S048,2023-03-05,11490.28,10778.65,2510.68,8267.97,829
S049,2023-03-05,14802.37,13537.52,3173.12,10364.4,1070
S050,2023-03-05,10221.07,9587.39,2377.67,7209.72,743
S001,2023-03-06,10507.17,9648.28,3132.52,6515.76,816
S002,2023-03-06,10693.77,9816.64,3043.29,6773.35,661
S003,2023-03-06,7355.24,6702.34,2101.79,4600.54,418
S004,2023-03-06,14461.64,13388.82,4420.91,8967.91,1092
S005,2023-03-06,10859.99,10153.99,2832.13,7321.86,828
S006,2023-03-06,15295.52,14375.14,4238.2,10136.94,981
S007,2023-03-06,10793.73,10029.56,2871.71,7157.85,657
S008,2023-03-06,8005.54,7399.15,2299.38,5099.77,621
S009,2023-03-06,10318.99,9467.25,3425.58,6041.66,707
S010,2023-03-06,15531.99,14460.44,5220.23,9240.21,1075
S011,2023-03-06,9086.67,8473.45,2707.77,5765.68,645
S012,2023-03-06,10289.38,9632.83,3272.29,6360.54,732
S013,2023-03-06,12653.26,11672.52,4138.06,7534.46,840
S014,2023-03-06,15276.57,13931.62,4480.11,9451.51,930
S015,2023-03-06,14372.04,13325.71,4326.35,8999.36,1084
S016,2023-03-06,11076.41,10212.69,3608.48,6604.21,808
S017,2023-03-06,12837.83,11852.98,3690.66,8162.32,772
S018,2023-03-06,12518.45,11461.16,3546.68,7914.48,850
S019,2023-03-06,10981.84,10132.57,3407.75,6724.82,706
S020,2023-03-06,12715.39,11836.69,3846.39,7990.29,889
S021,2023-03-06,10711.42,9929.66,3364.85,6564.81,638
S022,2023-03-06,15618.31,14589.18,4011.0,10578.18,1173
S023,2023-03-06,9653.28,8957.98,2580.42,6377.56,585
S024,2023-03-06,8258.4,7745.25,2779.89,4965.36,620
S025,2023-03-06,7533.84,6963.03,2174.2,4788.84,467
S026,2023-03-06,7993.02,7406.79,2292.32,5114.47,547
S027,2023-03-06,11416.53,10723.27,3589.74,7133.53,860
S028,2023-03-06,11106.69,10233.37,2770.87,7462.5,843
S029,2023-03-06,8588.73,7963.23,2792.7,5170.53,607
S030,2023-03-06,10351.92,9706.11,3589.94,6116.17,658
S031,2023-03-06,7300.24,6840.99,2436.46,4404.53,468
S032,2023-03-06,8959.26,8270.07,2366.75,5903.31,543
S033,2023-03-06,8248.87,7584.36,2703.96,4880.4,537
S034,2023-03-06,9744.18,8998.94,3287.3,5711.63,599
S035,2023-03-06,11215.88,10271.15,3293.36,6977.79,708
S036,2023-03-06,9072.82,8326.51,2584.91,5741.6,617
S037,2023-03-06,9831.03,9133.09,3169.57,5963.52,683
S038,2023-03-06,10871.81,10090.23,3074.52,7015.72,644
S039,2023-03-06,12555.15,11776.19,3680.64,8095.55,765
S040,2023-03-06,13272.19,12381.11,3902.43,8478.67,782
S041,2023-03-06,11936.58,11097.43,3341.01,7756.42,884
S042,2023-03-06,9649.69,8804.11,2624.44,6179.66,554
S043,2023-03-06,10679.1,10009.75,3555.25,6454.5,655
S044,2023-03-06,11630.95,10930.78,2958.0,7972.78,708
S045,2023-03-06,9406.59,8590.57,2825.27,5765.29,533
S046,2023-03-06,10877.25,9962.21,2768.63,7193.58,696
S047,2023-03-06,9627.86,8864.86,3218.59,5646.27,572
S048,2023-03-06,8963.3,8349.75,2916.17,5433.58,540
S049,2023-03-06,12766.87,11780.63,3354.27,8426.36,948
S050,2023-03-06,8778.33,8181.95,2932.82,5249.13,614
S001,2023-03-07,10217.91,9511.78,3262.06,6249.72,609
S002,2023-03-07,10076.61,9417.3,2701.64,6715.66,589
S003,2023-03-07,8126.04,7437.32,2103.21,5334.11,505
S004,2023-03-07,13204.65,12116.54,4237.05,7879.49,757
S005,2023-03-07,11261.32,10258.42,3738.76,6519.66,785
S006,2023-03-07,14425.46,13447.32,4800.52,8646.8,870
S007,2023-03-07,9505.79,8690.18,2514.55,6175.63,556
S008,2023-03-07,8360.23,7799.76,2676.08,5123.68,558
S009,2023-03-07,11457.5,10678.43,3933.17,6745.25,777
S010,2023-03-07,14331.98,13327.81,4458.24,8869.57,902
S011,2023-03-07,8142.26,7450.92,2154.53,5296.39,478
S012,2023-03-07,10528.32,9864.32,3012.2,6852.12,816
S013,2023-03-07,12236.4,11429.24,3162.78,8266.46,764
S014,2023-03-07,13912.27,12958.48,3750.65,9207.83,954
S015,2023-03-07,15165.93,14246.35,4309.52,9936.83,1006
S016,2023-03-07,12561.35,11555.57,3385.23,8170.35,870
S017,2023-03-07,12400.14,11626.68,3953.08,7673.6,801
S018,2023-03-07,13499.44,12462.9,3994.56,8468.35,887
S019,2023-03-07,10666.97,9842.94,3630.96,6211.98,750
S020,2023-03-07,12324.13,11311.79,3114.69,8197.1,808
S021,2023-03-07,11179.94,10468.56,3547.2,6921.36,749
S022,2023-03-07,15219.51,13898.68,4644.64,9254.03,947
S023,2023-03-07,10757.92,10024.03,3027.76,6996.27,692
S024,2023-03-07,9114.24,8434.09,2492.66,5941.43,600
S025,2023-03-07,7837.82,7278.7,2386.89,4891.81,447
S026,2023-03-07,8135.78,7590.11,2503.87,5086.25,572
S027,2023-03-07,12637.02,11682.14,3975.52,7706.61,768
S028,2023-03-07,11231.72,10306.38,3022.4,7283.98,682
S029,2023-03-07,8830.88,8297.45,2688.74,5608.7,522
S030,2023-03-07,10483.82,9604.36,3127.9,6476.46,741
S031,2023-03-07,7485.53,6928.94,2035.91,4893.03,458
S032,2023-03-07,9369.58,8680.83,2369.94,6310.89,555
S033,2023-03-07,7405.63,6934.98,2018.14,4916.84,554
S034,2023-03-07,10740.95,9953.76,2898.63,7055.13,782
S035,2023-03-07,9859.56,9006.8,2598.57,6408.24,710
S036,2023-03-07,8754.86,8088.09,2490.65,5597.44,664
S037,2023-03-07,9684.43,9057.25,2986.06,6071.2,591
S038,2023-03-07,10994.71,10045.33,3262.46,6782.87,654
S039,2023-03-07,12895.25,11883.12,3318.89,8564.24,968
S040,2023-03-07,13482.86,12398.57,3650.1,8748.47,775
S041,2023-03-07,12123.09,11306.64,3941.69,7364.96,864
S042,2023-03-07,10405.66,9512.31,2867.83,6644.48,689
S043,2023-03-07,12090.49,11117.1,3753.45,7363.66,905
S044,2023-03-07,12198.21,11267.62,3889.13,7378.49,719
S045,2023-03-07,8707.82,8137.64,2424.16,5713.48,610
S046,2023-03-07,11292.99,10388.9,3743.06,6645.84,847
S047,2023-03-07,9052.61,8481.45,2620.71,5860.74,658
S048,2023-03-07,9304.6,8570.74,3057.61,5513.12,582
S049,2023-03-07,12881.69,12066.98,4395.51,7671.47,762
S050,2023-03-07,8870.9,8178.66,2877.21,5301.45,522
S001,2023-03-08,9985.0,9271.66,2542.25,6729.41,636
S002,2023-03-08,9852.25,9089.6,2638.08,6451.52,644
S003,2023-03-08,7515.78,7002.97,2286.19,4716.78,509
S004,2023-03-08,12619.26,11572.14,3626.07,7946.07,817
S005,2023-03-08,12286.8,11389.53,3613.3,7776.22,709
S006,2023-03-08,14724.0,13559.66,4164.17,9395.49,939
S007,2023-03-08,9652.78,8915.37,2476.27,6439.09,639
S008,2023-03-08,8010.32,7294.74,2033.03,5261.71,536
S009,2023-03-08,11097.07,10427.34,3289.36,7137.98,651
S010,2023-03-08,15726.44,14490.41,4351.07,10139.33,1175
S011,2023-03-08,8965.46,8363.26,3078.01,5285.25,596
S012,2023-03-08,10477.98,9648.5,3097.65,6550.85,602
S013,2023-03-08,11512.47,10644.43,3183.52,7460.91,861
S014,2023-03-08,14174.8,12977.69,3600.83,9376.86,910
S015,2023-03-08,14774.54,13730.71,3905.91,9824.8,1109
S016,2023-03-08,11301.28,10374.44,2969.91,7404.53,714
S017,2023-03-08,13220.36,12233.68,3394.17,8839.51,997
S018,2023-03-08,13519.72,12595.38,3862.3,8733.08,788
S019,2023-03-08,10727.82,9940.46,3360.89,6579.58,737
S020,2023-03-08,12457.28,11525.15,3115.12,8410.04,803
S021,2023-03-08,10141.52,9493.36,3034.98,6458.39,780
S022,2023-03-08,13714.39,12740.17,3719.57,9020.6,854
S023,2023-03-08,9948.68,9135.41,2514.83,6620.57,721
S024,2023-03-08,8999.37,8457.21,2708.93,5748.29,535
S025,2023-03-08,8088.75,7576.11,2716.4,4859.71,582
S026,2023-03-08,7884.12,7390.36,2377.26,5013.09,586
S027,2023-03-08,11438.51,10564.36,2947.55,7616.81,672
S028,2023-03-08,11018.89,10335.03,3588.77,6746.26,864
S029,2023-03-08,7894.29,7370.02,2684.88,4685.14,506
S030,2023-03-08,10459.01,9634.36,2602.27,7032.1,756
S031,2023-03-08,7500.62,7007.21,2579.39,4427.82,476
S032,2023-03-08,9500.0,8657.43,2651.54,6005.9,553
S033,2023-03-08,8173.51,7545.93,2656.78,4889.15,606
S034,2023-03-08,10884.03,10098.31,3413.72,6684.59,841
S035,2023-03-08,10506.9,9846.88,3475.93,6370.95,678
S036,2023-03-08,8498.55,7915.05,2690.43,5224.62,608
S037,2023-03-08,10578.56,9879.56,3183.1,6696.46,720
S038,2023-03-08,11207.79,10314.96,3398.96,6916.0,785
S039,2023-03-08,13429.14,12267.08,4338.05,7929.03,987
S040,2023-03-08,14720.5,13827.29,4012.94,9814.36,1038
S041,2023-03-08,12037.25,11030.89,3828.28,7202.61,735
S042,2023-03-08,9831.93,9175.56,3086.65,6088.91,675
S043,2023-03-08,11618.24,10596.55,3806.71,6789.84,830
S044,2023-03-08,11184.58,10263.88,3555.35,6708.53,665
S045,2023-03-08,9145.27,8574.16,2675.72,5898.44,709
S046,2023-03-08,10690.85,9967.72,3137.64,6830.08,683
S047,2023-03-08,8779.05,8177.97,2413.62,5764.35,616
S048,2023-03-08,9186.44,8408.41,2943.11,5465.29,620
S049,2023-03-08,13367.92,12528.85,4596.9,7931.96,955
S050,2023-03-08,8879.71,8094.67,2846.33,5248.34,512
S001,2023-03-09,10614.62,9784.6,3081.16,6703.44,744
S002,2023-03-09,9801.54,9085.41,3115.56,5969.86,760
S003,2023-03-09,7147.63,6705.24,2415.44,4289.81,511
S004,2023-03-09,13176.55,12001.56,4428.71,7572.85,969
